Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,Sale Condition,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,price_per_sqft,bath_per_bed,qual_x_area,Lot Area log1p,House Age Group
1790,528439080,20,70.0,-0.24074358301236454,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,778.0,Unf,0.0,716.0,1494.0,GasA,Ex,Y,SBrkr,1506,0,0,0.012410304072651987,1.0,0.0,2,0,3,1,4,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,672.0,TA,TA,Y,192,35,0,0,0,0,0,4,WD ,Normal,249000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,165.3386454183267,0.6666666666666666,10542,9.018210874191142,Recent
1791,528441080,20,75.0,-0.00812978499159451,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1369.0,Unf,0.0,317.0,1686.0,GasA,Ex,Y,SBrkr,1694,0,0,0.3843155426149135,1.0,0.0,2,0,3,1,4,7,Typ,1,Gd,Attchd,2004.0,RFn,2.0,636.0,TA,TA,Y,255,57,0,0,0,0,0,8,WD ,Normal,307000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,181.22786304604486,0.6666666666666666,13552,9.218804450388312,Recent
1792,528445020,60,70.0,-0.06891647852784592,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982.0,982.0,GasA,Ex,Y,SBrkr,982,995,0,0.944151619782254,0.0,0.0,2,1,3,1,4,7,Typ,0,,Attchd,2006.0,RFn,3.0,574.0,TA,TA,Y,240,53,0,0,0,0,0,7,WD ,Family,250000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,126.45422357106727,0.8333333333333334,13839,9.17014318222477,Recent
1793,528445070,60,75.0,-0.17386552978980818,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302,528,0,0.6533533747518687,0.0,0.0,2,1,3,1,4,7,Typ,0,,BuiltIn,2006.0,RFn,3.0,859.0,TA,TA,Y,0,40,0,0,0,0,0,3,WD ,Normal,221300.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,120.92896174863388,0.8333333333333334,14640,9.080117784926209,Recent
1794,528456190,20,72.0,-0.1913781888879349,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1314.0,1338.0,GasA,Ex,Y,SBrkr,1338,0,0,-0.3199305473906456,0.0,0.0,2,0,3,1,4,6,Typ,0,,Attchd,2007.0,RFn,2.0,598.0,TA,TA,Y,0,141,0,0,0,0,0,11,New,Partial,208900.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,156.12855007473843,0.6666666666666666,10704,9.0642735958414,Recent
1795,528456230,20,75.0,-0.14569299124064783,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1335.0,1335.0,GasA,Ex,Y,SBrkr,1335,0,0,-0.32586520545249015,0.0,0.0,2,0,3,1,4,6,Typ,0,,Attchd,2007.0,RFn,2.0,575.0,TA,TA,Y,0,210,0,0,0,0,0,6,New,Partial,210400.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,157.60299625468164,0.6666666666666666,9345,9.105090961257085,Recent
1796,528458080,60,72.0,-0.1913781888879349,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,350.0,Unf,0.0,546.0,896.0,GasA,Ex,Y,SBrkr,896,896,0,0.5781810393018371,0.0,0.0,2,1,3,1,4,8,Typ,0,,Attchd,2007.0,Fin,2.0,590.0,TA,TA,Y,184,96,0,0,0,0,0,11,New,Partial,255000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,142.29910714285714,0.8333333333333334,14336,9.0642735958414,Recent
1797,528458090,60,81.0,0.03336760287135792,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,Gd,TA,,Unf,0.0,Unf,0.0,725.0,725.0,GasA,Ex,Y,SBrkr,725,863,0,0.17462429109640437,0.0,0.0,3,0,3,1,4,8,Typ,0,,Attchd,2007.0,Unf,2.0,561.0,TA,TA,Y,0,0,0,0,0,0,0,7,New,Partial,212109.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,133.5698992443325,1.0,7940,9.250714266114455,Recent
1798,528458120,60,75.0,-0.14569299124064783,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1088.0,1088.0,GasA,Ex,Y,SBrkr,1088,871,0,0.9085436714111864,0.0,0.0,2,1,3,1,4,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,1025.0,TA,TA,Y,208,46,0,0,0,0,0,12,WD ,Normal,270000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,137.82542113323123,0.8333333333333334,15672,9.105090961257085,Recent
1799,528458130,60,75.0,-0.14569299124064783,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,GasA,Ex,Y,SBrkr,1184,1426,0,2.1963644708314645,0.0,0.0,2,1,4,1,5,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,0,0,0,8,New,Partial,303477.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,116.27471264367816,0.625,20880,9.105090961257085,Recent
1800,528458150,60,112.0,0.2625550110685814,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,745.0,Unf,0.0,210.0,955.0,GasA,Ex,Y,SBrkr,955,925,0,0.7522643424492786,1.0,0.0,2,1,3,1,5,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,168,127,0,0,0,0,0,12,New,Partial,310013.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,164.9005319148936,0.8333333333333334,15040,9.410665553209713,Recent
1801,528477020,20,84.0,0.12029638172800138,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,1656.0,GasA,Ex,Y,SBrkr,1656,0,0,0.309143207164882,0.0,0.0,2,0,3,1,4,7,Typ,0,,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,0,146,0,0,0,0,0,7,WD ,Normal,249700.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,150.78502415458937,0.6666666666666666,13248,9.314430080500564,Recent
1802,528480020,60,84.0,0.007479324204561907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,0,0.5168562393294429,0.0,0.0,3,0,3,1,4,7,Typ,0,,Attchd,2007.0,Fin,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,0,8,New,Partial,227875.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,129.40090857467348,1.0,12327,9.23092700558457,Recent
1803,528480180,20,84.0,0.037047799348500485,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Ex,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1574.0,1574.0,GasA,Ex,Y,SBrkr,1584,0,0,0.16671141368061157,0.0,0.0,2,0,2,1,5,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,594.0,TA,TA,Y,0,256,0,0,0,0,0,5,New,Partial,261329.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,164.9804292929293,1.0,12672,9.25349564229011,Recent
1804,528482010,20,100.0,0.2126820036369597,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1685.0,1685.0,GasA,Ex,Y,SBrkr,1685,0,0,0.36651156842937976,0.0,0.0,2,0,2,1,4,5,Typ,1,Gd,Attchd,2006.0,Fin,3.0,658.0,TA,TA,Y,112,63,0,0,0,0,0,4,WD ,Normal,253000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,150.14836795252225,1.0,13480,9.377971213360134,Recent
1805,528482030,60,85.0,0.060524914806134124,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,1285,0,1.8660018387221151,0.0,0.0,2,1,4,1,4,9,Min2,1,Gd,BuiltIn,2004.0,RFn,3.0,744.0,TA,TA,Y,193,127,0,0,0,0,0,6,WD ,Normal,265000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,108.47318870241506,0.625,14658,9.271059107010888,Recent
1806,528482090,60,102.0,0.1262608380875083,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,1580.0,GasA,Ex,Y,SBrkr,1580,886,0,1.9115008838629237,0.0,0.0,3,0,4,1,4,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,610.0,TA,TA,Y,159,214,0,0,0,0,0,12,WD ,Normal,340000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,137.87510137875103,0.75,19728,9.318656515459642,Recent
1807,531363020,20,63.0,-0.3360479814376773,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,1100,0,0,-0.7907467536303171,0.0,0.0,1,1,3,1,3,6,Typ,0,,,0.0,,0.0,0.0,,,Y,0,136,0,0,0,0,0,6,New,Partial,146000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,132.72727272727272,0.5,6600,8.922791623969637,Recent
1808,531363040,20,63.0,-0.3360479814376773,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,-0.7056833214105445,0.0,0.0,1,1,3,1,4,5,Typ,0,,,0.0,,0.0,0.0,,,Y,0,55,0,0,0,0,0,10,WD ,Normal,147000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,128.60892388451444,0.5,8001,8.922791623969637,Recent
1809,531375140,20,60.0,0.29212348621252,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,Gd,TA,PConc,Gd,TA,No,GLQ,729.0,Unf,0.0,365.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,-0.8026160697540063,1.0,0.0,1,0,3,1,4,6,Typ,0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,5,WD ,Normal,149000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,136.19744058500913,0.3333333333333333,5470,9.429556219952413,Recent
1810,531376060,20,65.0,-0.34353527771876047,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1461.0,1461.0,GasA,Ex,Y,SBrkr,1486,0,0,-0.02715408300631201,0.0,0.0,2,0,3,1,4,7,Typ,0,,Attchd,2006.0,RFn,2.0,566.0,TA,TA,Y,0,32,0,0,0,0,0,6,WD ,Normal,181000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,121.80349932705249,0.6666666666666666,10402,8.914894908906568,Recent
1811,531380110,60,70.0,-0.2139669810579824,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,GasA,Ex,Y,SBrkr,936,785,0,0.43772746517151495,0.0,1.0,2,1,3,1,4,7,Typ,0,,Attchd,1994.0,RFn,2.0,471.0,TA,TA,Y,300,87,0,0,0,0,0,7,WD ,Normal,201000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,116.79256246368391,0.8333333333333334,10326,9.043458999670106,Recent
1812,531384070,60,68.0,0.18590540168257755,Pave,IR2,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,480.0,Unf,0.0,384.0,864.0,GasA,Ex,Y,SBrkr,920,900,0,0.6335711812123866,0.0,0.0,2,1,3,1,4,7,Typ,0,,Attchd,1993.0,RFn,2.0,492.0,TA,TA,Y,144,85,0,0,0,0,0,5,WD ,Normal,191750.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,105.35714285714286,0.8333333333333334,10920,9.359966545931995,Recent
1813,531385070,20,65.0,-0.21548982097955863,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,-0.29817013449721536,0.0,0.0,2,0,3,1,3,6,Typ,0,,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,0,12,WD ,Normal,179000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,132.69088213491474,0.6666666666666666,9443,9.042040056544483,Recent
1814,531385130,20,68.0,0.7675033483979016,Pave,IR3,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,Unf,0.0,39.0,1482.0,GasA,Ex,Y,SBrkr,1494,0,0,-0.011328328174726409,1.0,0.0,2,0,3,1,4,5,Typ,1,Fa,Attchd,1998.0,RFn,2.0,514.0,TA,TA,Y,402,25,0,0,0,0,0,8,WD ,Normal,215000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,143.90896921017404,0.6666666666666666,10458,9.692581318886397,Recent
1815,531451030,120,50.0,-0.27107347811709126,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575,0,0,0.14890743949507776,1.0,0.0,2,0,2,1,4,5,Typ,0,,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0,0,52,0,0,0,0,7,WD ,Normal,179200.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,113.77777777777777,1.0,9450,8.98882050177807,Recent
1816,531451150,160,50.0,-0.27107347811709126,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Ex,Y,SBrkr,630,636,0,-0.46236234087491596,0.0,0.0,1,1,2,1,3,5,Typ,2,TA,Attchd,1980.0,RFn,1.0,283.0,TA,TA,Y,340,0,0,0,0,0,0,7,WD ,Normal,128000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,101.10584518167457,0.75,7596,8.98882050177807,Mid
1817,531453140,85,68.0,-0.12285039241700428,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,GasA,Gd,Y,SBrkr,884,0,0,-1.2180421340831282,1.0,0.0,1,0,2,1,4,5,Typ,0,,Attchd,1983.0,RFn,2.0,504.0,TA,Gd,Y,240,0,0,0,0,0,0,12,WD ,Normal,144000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,162.89592760180994,0.5,4420,9.1248914101437,Mid
1818,531477040,90,60.0,-0.2218349873194596,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,2020,0,0,1.0292150520020267,0.0,0.0,2,0,4,2,3,10,Typ,2,TA,Detchd,1977.0,Unf,2.0,630.0,TA,TA,Y,0,0,0,0,0,0,0,10,WD ,Normal,144000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,71.2871287128713,0.5,10100,9.036106025364846,Mid
1819,532353120,20,64.0,-0.4902355234972712,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,Rec,351.0,405.0,894.0,GasA,TA,Y,SBrkr,894,0,0,-1.1982599405436463,1.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,1979.0,Unf,1.0,308.0,TA,TA,Y,192,0,0,0,0,0,0,3,WD ,Normal,120750.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,135.06711409395973,0.5,4470,8.746080217357513,Mid
1820,532354010,20,80.0,-0.21168272117561804,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0.0,340.0,970.0,GasA,TA,Y,SBrkr,970,0,0,-1.0479152696435832,1.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,0,7,WD ,Normal,132500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,136.5979381443299,0.5,4850,9.0455836463617,Old
1821,532354060,20,70.0,-0.34620024758151885,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,1057.0,GasA,TA,Y,SBrkr,1057,0,0,-0.8758101858500897,0.0,0.0,1,0,3,1,3,6,Typ,0,,Detchd,1977.0,Fin,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,Normal,132000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,124.88174077578051,0.3333333333333333,5285,8.912069097970134,Old
1822,532354070,20,68.0,-0.3033069231237882,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588.0,Unf,0.0,411.0,999.0,GasA,Gd,Y,SBrkr,999,0,0,-0.9905469083790853,1.0,0.0,1,0,3,1,4,6,Typ,0,,Detchd,1963.0,Unf,1.0,264.0,TA,TA,Y,0,132,0,0,0,0,0,3,WD ,Normal,132500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,132.63263263263264,0.3333333333333333,4995,8.95660873889395,Old
1823,532376040,20,85.0,-0.4033067446406277,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932.0,Unf,0.0,108.0,1040.0,GasA,TA,Y,SBrkr,1120,0,0,-0.7511823665513531,1.0,0.0,1,1,3,1,2,5,Typ,0,,Attchd,1961.0,RFn,2.0,544.0,TA,TA,Y,168,0,0,0,0,0,400,5,WD ,Normal,129000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,115.17857142857143,0.5,4480,8.849513965486398,Old
1824,532376090,20,40.0,0.447326254886498,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,GasA,TA,Y,SBrkr,1696,0,0,0.38827198132280993,0.0,0.0,1,1,3,1,3,8,Min2,1,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0,30,0,0,0,0,0,3,WD ,Normal,143900.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,84.84669811320755,0.5,8480,9.523251498473739,Old
